concept_id	ces	deu	ita	eng	pol	rus	nob	ukr	fra	lat
n08245425	mafie	mafia		mafia maffia		mafija		mafija	mafia	
n08245802			mafia cosa nostra	mafia maffia cosa nostra	cosa nostra				mafia  cosa nostra	
n06595351	casopis	journal magazin		magazine	magazyn	zurnal	tidskrift	zurnal casopys	magazine	
n06882333		davidstern	stella di david maghen david	magen david mogen david shield of david		zvezda davida	davidsstjerne davidstjernen	zirka davida	etoile de david	
n04964586		magenta	magenta	magenta  fuchsia	magenta	madzenta			magenta  fuchsia	
n08597323	tunisko maghreb	tunesien  nordafrika maghreb	tunisia maghreb magreb nord africa magrebino	maghreb mahgrib	tunezja maghreb	magrib	tunezja tunisia maghreb	magrib	maghreb	tunesia
n05967977	magie	magie	magia	magic	magia	magija		mahija	magie	magice magia
a01576071		magisch	magico	magical magic charming			magisk		magie  magique charmant	magicus magus
n10280674	iluzionista		illusionista mago prestigiatore	magician illusionist prestidigitator	iluzjonista prestidigitator magik	lovkach carodej fokusnik	magiker	zaklinach lovkach fokusnik charodii	magicien mage prestidigitateur	
n14931795	magma	lava  magma	magma	magma	magma	lava  magma	magma	mahma	magma	magma
n14690607		magnesia periklas magnesium magnesiumoxid	ossido di magnesio magnesia	magnesia magnesium oxide periclase		periklaz		periklaz	oxyde de magnesium periclase	magnesia
n14680514	magnezit	magnesit	magnesite	magnesite	magnezyt	magnezit		magnezit	magnesite	
n03705379	magnet	magnet	magnete	magnet	magnes	magnit		mahnit		
a02926188	magneticky	magnetisch		magnetic	magnetyczny		magnetisk		magnetique	
a00167077	charismaticky	charismatisch	carismatico	magnetic charismatic		xarizmaticeskij	karismatisk		magnetique charismatique	
n11477384	magneticke pole	magnetfeld	campo magnetico	magnetic field magnetic flux flux		magnitnoje pole	magnetfelt	magnitne pole	champ magnetique flux	campus magneticus
a01469677		magnetisiert		magnetic magnetized magnetised	magnetyczny				magnetique	
n06120769	magnetismus	magnetismus	magnetismo	magnetism magnetics		magnetizm			magnetisme	
n14945914	magnetit	magnetit	magnetite	magnetite	magnetyt	magnetit	magnetitt	magnetit	magnetite	
n06114069		magnetohydrodynamik	magnetoidrodinamica	magnetohydrodynamics	magnetohydrodynamika		magnetohydrodynamikk		magnetohydrodynamique	
n03708843	magnetometr	magnetometer	magnetometro	magnetometer	magnetometr	magnitometr		magnitometr	magnetometre	
n13642337	magneton	magneton	magnetone	magneton	magneton				magneton	
n11477041	magnetosfera	magnetosphare	magnetosfera	magnetosphere	magnetosfera	magnitosfera			magnetosphere	
n11709674		magnolie	magnolia	magnolia	magnolia	magnolija			magnolia	
n11708181		magnoliaceae	magnoliacee  magnoliaceae	magnolia family magnoliaceae	magnoliowate		magnoliafamilien		magnoliacees magnoliaceae	magnoliaceae
n12477583	maguey cantala	agave cantala  maguy cantala	maguey agave cantala cantala	maguey agave cantala cantala	agawa kantalowa				maguey agave cantala cantala	
n10281637	maharadza	maharadscha maharaja	maharajah  maragia	maharajah  maharaja	maharadza	makharadzha magaradzha			maharajah  maharaja	
n00505126		majiang mahjong mah jong mah-jongg	mahjongg	mahjong  mah-jongg	mahjongg mahjong madzong mah jong	madzong madzjan maczjan			mah-jong majong	
n12694707		meliaceae	meliaceae	mahogany family meliaceae			mahognifamilien		meliacees  meliaceae	
n11699283	mahonie	mahonien mahonie mahonia	mahonia	mahonia	mahonia				mahonia	
n01981884	maja	maia maja	maia maja	maia maja	maia maja				maia maia maja	
n10282482		maid madchen	pulzella donzella pulcella	maid maiden		deva			pucelle domestique demoiselle	puella
n13283620	alimenty	alimente		maintenance alimony	alimenty  alimenta	alimenty		alimenti	maintenance	
n03713436	majolika	majolika	maiolica	maiolica majolica	majolika	maiolika		maiolika		
n04966543	citronove zluty citronovezluta citronova zlut citronova zlut			maize					mais	
n04729984	majestatnost	majestat	maesta  maestosita	majesty	majestatycznosc majestat		majestet		majeste	maiestas
n10283546	majordom	seneschall	maggiordomo	major-domo seneschal	majordom seneszal majordomus	seneshal'			senechal	
n06824227		versalie versal majuskel	maiuscolo	majuscule capital	wersalik majuskula				majuscule capitale	
n05845140		marke	marca	make brand	brand marka		merke		marque	
v01640207	delat udelat	machen		make create		sdelat delat			faire creer	creo facio
n03714235		make-up schminke	maquillage	make-up makeup	szminka makijaz	makijaz	make-up sminke		maquillage	
n14680661	malachit	malachit	malachite	malachite	malachit	malaxit		malakhit	malachite	
n06073067	malakologie	malakologie	malacologia	malacology	malakologia	malakologiia	malakologi	malakologiia	malacologie	malacologia
n01975312	eucarida	malacostraca eucarida	malacostraca eucarida	malacostraca					malacostracea malacostraca malacostraces	
n14061805	nemoc choroba		malattia	malady	niemoc syndrom chorobsko choroba		sykdom	xvoroba	maladie	
n14077830	malarie	malaria	malaria paludismo	malaria	malaria paludyzm	maljarija	malaria	maljarija	malaria paludisme	malaria
n06980175	malajalamsky  malajalamstina	malayalam	malayalam	malayalam	malajalam	malajalam	malayalam	malaialams'ka  malaiialam	malayalam	malayalam
n09712696	malajec	malaiin malaiie		malayan malay		malajka malajec			malais	
n09722159		malediverin malediver	maldiviano	maldivian maldivan					maldivien	
a00669853			abominabile odioso detestabile maledetto	maledict		odioznyi	odios	odioznii	detestable abominable maudit	ab_minabilis abominabilis odiosus
n07233996	kletba		imprecazione maledizione	malediction imprecation	klatwa	prokljatije			malediction	maledictio maledictionis
a02594714	maligni	malign	maligna maligno	malignant					malin maligne	
n05021884	plasticita	plastizitat	plasticita malleabilita	malleability plasticity		podatlivost' plastichnost' ustupchivost'		plastichnist' piddatlivist' postuplivist' podatlivist'	malleabilite plasticite	
n12170585		malve mallow	malva	mallow		malva		malva	mauve	malva
n12694193	acerola	malpighia acerola	malpighia acerola	malpighia	malpigia				malpighia	
n09747618		malteserin	maltese	maltese	maltanczyk	maltijec maltijka			maltais	
n05995726	malthuzianstvi	malthusianismus	malthusianismo malthusanismo malthusianesimo maltusianismo maltusianesimo	malthusianism malthusian theory	maltuzjanizm	mal'tuzianstvo		mal'tuzianstvo	malthusianisme	
n14946618	maltosa izomaltoza	isomaltose maltose	maltosio	maltose	maltoza		maltose		maltose	maltosium
n12170415		malva	malva	malva	malva	malva		malva	malva	
n12169526		malvales	malvales	malvales  order malvales		mal'votsvetnye	malvales	mal'votsviti	malvale	
n01749582	mamba	mamba	mamba	mamba	mamba				mamba mambas	
n12370174	mamej	mammea americana	mammea americana	mamey mammea americana	mamea amerykanska				mamee americaine mammea americana	
n01861778			mammifero	mammalian mammal					mammifere	mammalia mammalis
n06073215		mammalogie	mammalogia	mammalogy	mammologia teriologia mastologia				mammalogie	
n03716228	mamogram	mammogramm	mammogramma mammografia	mammogram		mammogramma			mammogramme	
n01006188	mamografie	mammografie	mastografia mammografia	mammography	mammograf mammografia	mammografija	mammografi		mammographie	
n02504770	mamut	mammut	mammut	mammoth	mamut	mamont		mamont mamut	mammouth	
n10287213	muz pan	mann herr	maschio uomo	man	maz pan	muz	mann  herre	muz	homme	
n01133281	management	management	gestione amministrazione direzione management	management direction	ustalenie	upravlenije			administration gestion direction	
n10014939	manazer	manager direktor	manager amministratore direttore	manager director		direktor menedzer			directrice directeur administrateur	
n10291240		mannequin  model	modella mannequin	manakin mannequin mannikin model manikin	modelka model	manekenscica manekenscik model	modell		modele mannequin	
n02094721		manchester-terrier	manchester terrier	manchester terrier	manchester terrier		manchester terrier		manchester terrier	
n03716656	mandala	mandala	mandala	mandala	mandala	mandala	mandala	mandala	mandala	
n07747951	mandarinka	mandarine		mandarin	mandarynka	mandarin			mandarinier mandarine mandarin	
n10289766	mandarin	mandarin	mandarino	mandarin		mandarin			mandarine mandarin	
n10290099	mandatar zmocnitel	mandant	mandante	mandator					mandataire	
n05275905	celist	kiefer mandibel	mandibola	mandible jowl mandibula		celjust			mandibule	mandibula
n12926689	mandiok	manihot esculenta	manioca	mandioc  manioc manihot esculenta mandioca					manihot esculenta manioc	
n03716887	mandola	mandola	mandola	mandola	mandola mandora		mandola			
n03716966	mandolina	mandoline	mandolino	mandolin	mandolina	mandolina	mandolin	mandolina	mandoline	
n04277493	pavian	pavian	mandrino	mandrel mandril	pawian	babuin	bavian	babuyin	mandrin	
n02486908	mandril	mandrill	mandrillo mandrillus sphinx	mandrillus sphinx mandrill	mandryl				mandrillus sphinx mandrill	
n04774198			manovrabilita manovrabilita	maneuverability manoeuvrability		maniovrennost'			man_uvrabilite manoeuvrabilite	
n14644654	mangan	mangan	manganese	manganese  mn	mangan mn	marganec	mangan	mangan marganets'	manganese	manganum
n14681100	manganitan		manganite	manganite	manganit	manganit		mang'anit	manganite	
n03717131	koryto	trog krippe	trogolo	manger trough	koryto	jasli koryto	manger krybbe	jasla koryto		
n12761123		mangifera	mangifera	mangifera genus mangifera	mangifera				mangifera	
n12761284	mango	mango	mango	mango	mangowiec mango	mango		manho mango	mangue manguier	
n07763987	mangostan	mangostane	mangostano	mangosteen	mangostan	mangostan mangustan			mangoustan	
n12345899	mangrovie	mangrovenbaum mangrove rhizophora mangle	rhizophora mangle mangrovia	mangrove rhizophora mangle	mangrowiec		mangrove		mangrove rhizophora mangle	
n14391660		manie	mania	mania	mania	manija			manie	
n10276764	maniak		maniaco  folle	maniac		manjak			fou maniaque	
a02076416	sileny		maniaco maniacale	maniac maniacal	maniacki szalony maniakalny				maniaque	
a02391003	maniakalni	manisch  manisch-depressiv	maniaco maniacale	manic	maniakalny				maniaque maniaco-depressif	
n06243575	manicheismus	manichaismus	manicheismo	manichaeanism  manichaeism	manicheizm	manixeizm	manikeisme		manicheisme	
n10290919	manikura maniker	manikure	manicure manicurista	manicurist	manicurzystka  manikiurzystka	manikjurscica  manikjursa		manikiurnitsia	manucure	
n06880249			manifestazione  espressione	manifestation expression reflexion reflection					reflexion reflet expression express	
n12926316		manihot	manihot	manihot	maniok manihot				manihot	
n12927194	jatropha dulcis maniok manihot aipi manihot palmatus maniok jedly manihot dulcis manihot utilissima	jatropha dulcis manihot aipi manihot palmatus manihot dulcis tapioca manihot utilissima manihot esculenta jatropha manihot	jatropha dulcis manihot esculenta manihot aipi manihot palmatus manihot dulcis manihot utilissima manioca jatropha manihot	manihot dulcis	jatropha dulcis maniok jadalny manihot aipi manihot palmatus manihot dulcis manihot utilissima manihot esculenta jatropha manihot				jatropha dulcis manihot aipi manihot palmatus manihot dulcis manihot utilissima manihot esculenta jatropha manihot	
n12774299	mimusops balata	manilkara bidentata mimusops balata	manilkara bidentata mimusops balata	manilkara bidentata  balata	balata				manilkara bidentata mimusops balata	
n12774127		manilkara	manilkara	manilkara genus manilkara	manilkara				manilkara	
n14946939			manilla	manilla manila	manila				manille manilla	
n00140652		handling	manipolazione	manipulation handling	manipulowanie	manipulirovanije			manipulation	
n00158185		manipulation manipulieren		manipulation use	manipulacja				usage manipulation	
a00149461	manipulacni	manipulativ manipulierend	manipolatore operazionale	manipulative	manipulacyjny				manipulatif manipulatoire operationel manipulateur	
n10378412			operatore	manipulator operator	manipulator operator	operator			operateur	
n04898087		manieren manners regieren		manners	maniery	manery manera			manieres	
n03718056	manitol	mannit	mannitolo	mannitol	mannitol mannit				mannitol	
n00959992		manover	manovra	manoeuvre  maneuver	manewr	manjovr  manjovry			man_uvre man_uvrer man_uvre	
n00059552	manevr	manover	manovra	manoeuvre maneuver		manjovr			man_uvre man_uvrer	
n05905152	taktika	taktik	tattica	manoeuvre maneuver tactics tactic	taktyka	taktika	taktikk	taktika	man_uvrer man_uvre tactique	
v02369390	manevrovat	manovrieren		manoeuvre manoeuver maneuver	manewrowac	manevrirovat smanevrirovat			man_uvre man_uvrer	
n00168237	takticky manevr		manovra	manoeuvre tactical maneuver maneuver	manewr				man_uvre man_uvre	
n03718335	manometr	manometer	manometro	manometer	manometr	vakuummetr manometr		vakuummetr	manometre	
n01500091	manta	riesenmanta	manta	manta	manta	manta		manta	raie manta	
n09498301		mantikor	manticora	mantichora mantiger manticore manticora	mantykora mantikora		mantikora manticora		manticora manticore	
n02236044	kudlanka	fangschrecken manto	mantide	mantid mantis		bogomol	knelere	bogomol	mantodea mante mantis	
n06813115	mantisa	mantisse	mantissa	mantissa	mantysa	mantissa	mantisse	mantisa	mantisse	
n06421685	manual		manuale	manual		instrukcija	manual	instrukcija	manuel	
n03316406	fabrika	manufaktur fabrik	fabbrica	manufactory	fabryka	fabrika zavod	fabrikk	zavod fabryka	fabrique	
n05564590	ruka	hand	mano	manus paw hand	reka	ruka	hand	ruka	patte  main	manus
a01551633	mnoho	manch viel viele		many	wiele	mnogo	mange		moult	multi multus multi
n06215495	maoismus	maoismus	maoismo	maoism	maoizm	maoizm	maoisme	maojizm	maoisme	
n10292622		maoistin maoist	maoista	maoist	maoista	maoistka maoist			maoiste	
n03720163	mapa		cartina mappa carta	map	mapa	karta	kart	karta mapa	carte	charta
n15210870	brezen	marz	marzo	mar march	marzec	mart	mars	berezen	mars	martius
n02003204		marabu	marabu	marabou stork marabou marabout	marabut	marabut  marabud	marabustork		marabout	
n03720891	kastanety kosti	maraca kastagnetten		maraca castanets	kastaniety	kastanjety		kastan'ieti	maraca castagnettes maracas	
n12351600	maranta	maranta	maranta	maranta	maranta				maranta	
n12351287		marantaceae	marantaceae	marantaceae	marantowate		marantaceae		marantaceae	
n14200098	marasmus	marasmus	marasma	marasmus	marazm	marazm		marazm	marasme	
n06971281	marathstina	marathi	marati marathi maratto maharatto	marathi mahratti	marathi	maratxi	marathi	maratkhi	marathi marathe	maharatice
n00797361		marathon	maratona	marathon	maraton	marafon			marathon	
n07460546	maraton	marathon	maratona	marathon	maraton	marafon			marathon	marathon
n10292969	maratonec	marathonlaufer	maratoneta	marathoner marathon runner	maratonczyk				marathonien	
n14947807	mramor	marmor	marmo	marble	marmur	mramor	marmor	marmur	marbre	marmor
n00290579		marsch	marcia	march	marsz	mars	marsj		marche	
n07058296		marsch	marcia	march	marsz	mars	marsj		mars marche	
n07608245	marcipan	marzipan	marzapane	marchpane marzipan	marcepan	marcipan	marsipan	martsipan	massepain	marcipan
n06189341	markionismus	markionismus marcionismus	marcionismo	marcionism	marcjonizm					
n07915918		margarita	margarita	margarita	margarita	margarita			margarita	
n02126640	margay		margay	margay margay cat	margaj		margaykatt		margay	
n13510946		marginalisierung	marginalizzazione  esclusione sociale emarginazione	marginalisation marginalization	marginalizacja				marginalisation exclusion sociale	
n01702623		marginocephalia	marginocephalia	marginocephalian marginocephalia	marginocefale				marginocephales  marginocephalia	
a03034903	mariansky marian	marian	marianna mariano	marian	marianski marian marianna mariacki	marian			marianne	
n03721384	xylofon	xylophon	silofono xilofono	marimba xylophone	ksylofon	ksilofon  marimba	xylofon	ksilofon	marimba xylophone	xylophonium
n03721590		marina marine jachthafen		marina	marina				marina	
n07824502		marinade	marinata	marinade	marynata	marinad			marinade	
v00213544	marinovat	marinieren		marinate marinade	marynowac	marinovat	marinere		mariner marinade	
a02889746	morsky	nautisch		marine nautical maritime	morski	morskoj	nautisk	mors'koyi	nautique marin	maritimus marinus
n10294602		matrose seefahrer seemann	navigante marinaio	mariner seaman seafarer jack	marynarz	matros	navigator sjomann		matelot marin jack	
n04025350	marioneta	marionette	marionetta	marionette puppet	marionetka	marionetka	marionett	marionetka	marionnette	pupa
n07818995	oregano majoranka	majoran oregano		marjoram oregano		majoran oregan			origan	
n12853287	oregano	origanum vulgare	origanum vulgare origano	marjoram oregano origanum vulgare	majoran oregano	oregan			origan origanum vulgare	
n03461385		markt		market		rynok	marked	rynok	marche	mercatus
n13688447	finska marka	finnische mark mark	markka	markka finnish mark		marka				
n14681249		mergeln mergel	marna	marl	margiel	mergel	mergel		marne	mara
n02631041		marlin	marlin	marlin	marlin	marlin marlin'		marlin		
n03722646		marlspieker		marlinspike marlinespike marlingspike	marspikiel marszpikiel					
n07643764	marmelada	marmelade	confettura marmellata	marmalade	marmolada	marmelad povidlo dzem	marmelade	marmeljada dzem povydlo	confiture	
